,,,,,,"// 049684			precip	39.4194		-123.3425		1353","// 047109			precip	39.3619		-123.1286		1018","// 049122			precip	39.1466		-123.2102		636","// 049126			precip	39.1266		-123.2719		1328","// 041838			precip	38.793		-123.0263		400","// 043875			precip	38.6294		-122.8665		177","// 041312			precip	38.5768		-122.5781		350","// 043191			precip	38.515		-123.2447		112","// 043578			precip	38.4305		-122.8647		200","// 046370			precip	38.3858		-122.9661		865","// 049684			tmax	39.4194		-123.3425		1353","// 047109			tmax	39.3619		-123.1286		1018","// 049122			tmax	39.1466		-123.2102		636","// 049126			tmax	39.1266		-123.2719		1328","// 041838			tmax	38.793		-123.0263		400","// 043875			tmax	38.6294		-122.8665		177","// 041312			tmax	38.5768		-122.5781		350","// 043191			tmax	38.515		-123.2447		112","// 043578			tmax	38.4305		-122.8647		200","// 046370			tmax	38.3858		-122.9661		865","// 049684			tmin	39.4194		-123.3425		1353","// 047109			tmin	39.3619		-123.1286		1018","// 049122			tmin	39.1466		-123.2102		636","// 049126			tmin	39.1266		-123.2719		1328","// 041838			tmin	38.793		-123.0263		400","// 043875			tmin	38.6294		-122.8665		177","// 041312			tmin	38.5768		-122.5781		350","// 043191			tmin	38.515		-123.2447		112","// 043578			tmin	38.4305		-122.8647		200","// 046370			tmin	38.3858		-122.9661		865"
2022,12,25,0,0,0,-999,0.254,-999,-999,0,0.254,0,-999,0.254,-999,-999,17.222221,-999,-999,17.777779,17.222221,18.88889,-999,15,-999,-999,5.5555553,-999,-999,8.333333,8.333333,4.4444447,-999,5,-999
2022,12,26,0,0,0,-999,0,-999,-999,0,32.004,0,-999,33.02,-999,-999,17.222221,-999,-999,18.333334,11.666667,18.333334,-999,11.666667,-999,-999,7.7777777,-999,-999,9.444445,6.6666665,5.5555553,-999,6.111111,-999
2022,12,27,0,0,0,-999,104.902,-999,-999,78.74,45.466,0,-999,83.82,-999,-999,13.888889,-999,-999,13.333333,15,14.444445,-999,15.555555,-999,-999,11.111111,-999,-999,8.333333,5,6.111111,-999,5.5555553,-999
2022,12,28,0,0,0,-999,0.508,-999,-999,2.54,0.254,0,-999,0,-999,-999,12.777778,-999,-999,13.888889,13.333333,14.444445,-999,12.777778,-999,-999,5.68E-14,-999,-999,2.2222223,3.3333333,3.3333333,-999,2.2222223,-999
2022,12,29,0,0,0,-999,0.508,-999,-999,13.97,24.13,0,-999,12.192,-999,-999,10.555555,-999,-999,13.333333,12.222222,13.888889,-999,11.666667,-999,-999,5.68E-14,-999,-999,5,7.7777777,3.8888888,-999,8.333333,-999
2022,12,30,0,0,0,-999,77.216,-999,-999,23.622,11.176,0,-999,21.59,-999,-999,15.555555,-999,-999,10.555555,16.11111,13.888889,-999,16.11111,-999,-999,8.333333,-999,-999,7.2222223,10,7.7777777,-999,11.111111,-999
2022,12,31,0,0,0,-999,4.826,-999,-999,30.48,27.178,121.412,-999,30.48,-999,-999,10.555555,-999,-999,16.11111,13.888889,15.555555,-999,14.444445,-999,-999,8.333333,-999,-999,10,8.888889,10,-999,5.5555553,-999
2023,1,1,0,0,0,-999,0.254,-999,-999,7.62,0,-999,-999,-999,-999,-999,15,-999,-999,11.666667,17.777779,-999,-999,-999,-999,-999,1.1111112,-999,-999,2.7777777,5,-999,-999,-999,-999
2023,1,2,0,0,0,-999,2.54,-999,-999,0,13.97,-999,-999,-999,-999,-999,12.222222,-999,-999,15.555555,8.888889,-999,-999,-999,-999,-999,1.6666666,-999,-999,2.2222223,3.8888888,-999,-999,-999,-999
2023,1,3,0,0,0,-999,5.08,-999,-999,0,0,-999,-999,-999,-999,-999,7.7777777,-999,-999,8.888889,9.444445,-999,-999,-999,-999,-999,0.5555556,-999,-999,0.5555556,2.7777777,-999,-999,-999,-999
2023,1,4,0,0,0,-999,4.064,-999,-999,24.13,71.628,-999,-999,-999,-999,-999,12.777778,-999,-999,8.333333,13.333333,-999,-999,-999,-999,-999,7.2222223,-999,-999,3.3333333,6.111111,-999,-999,-999,-999
2023,1,5,0,0,0,-999,-999,-999,-999,76.2,11.938,-999,-999,-999,-999,-999,-999,-999,-999,13.333333,13.333333,-999,-999,-999,-999,-999,-999,-999,-999,8.333333,6.6666665,-999,-999,-999,-999
2023,1,6,0,0,0,-999,6.35,-999,-999,17.78,14.986,-999,-999,-999,-999,-999,10.555555,-999,-999,11.666667,12.222222,-999,-999,-999,-999,-999,3.8888888,-999,-999,6.111111,8.333333,-999,-999,-999,-999
2023,1,7,0,0,0,-999,23.622,-999,-999,-999,71.374,-999,-999,-999,-999,-999,9.444445,-999,-999,-999,10.555555,-999,-999,-999,-999,-999,6.6666665,-999,-999,-999,8.888889,-999,-999,-999,-999
2023,1,8,0,0,0,-999,-999,-999,-999,-999,16.256,-999,-999,-999,-999,-999,-999,-999,-999,-999,15,-999,-999,-999,-999,-999,-999,-999,-999,-999,7.7777777,-999,-999,-999,-999
2023,1,9,0,0,0,-999,38.862,-999,-999,-999,57.404,-999,-999,-999,-999,-999,12.777778,-999,-999,-999,17.222221,-999,-999,-999,-999,-999,8.333333,-999,-999,-999,6.6666665,-999,-999,-999,-999
2023,1,10,0,0,0,-999,26.162,-999,-999,-999,-999,-999,-999,-999,-999,-999,10.555555,-999,-999,-999,-999,-999,-999,-999,-999,-999,7.2222223,-999,-999,-999,-999,-999,-999,-999,-999
