year,month,day,,,,"// 049684			precip	39.4194		-123.3425		1353","// 047109			precip	39.3619		-123.1286		1018","// 049122			precip	39.1466		-123.2102		636","// 049126			precip	39.1266		-123.2719		1328","// 041838			precip	38.793		-123.0263		400","// 043875			precip	38.6294		-122.8665		177","// 041312			precip	38.5768		-122.5781		350","// 043191			precip	38.515		-123.2447		112","// 043578			precip	38.4305		-122.8647		200","// 046370			precip	38.3858		-122.9661		865","// 049684			tmax	39.4194		-123.3425		1353","// 047109			tmax	39.3619		-123.1286		1018","// 049122			tmax	39.1466		-123.2102		636","// 049126			tmax	39.1266		-123.2719		1328","// 041838			tmax	38.793		-123.0263		400","// 043875			tmax	38.6294		-122.8665		177","// 041312			tmax	38.5768		-122.5781		350","// 043191			tmax	38.515		-123.2447		112","// 043578			tmax	38.4305		-122.8647		200","// 046370			tmax	38.3858		-122.9661		865","// 049684			tmin	39.4194		-123.3425		1353","// 047109			tmin	39.3619		-123.1286		1018","// 049122			tmin	39.1466		-123.2102		636","// 049126			tmin	39.1266		-123.2719		1328","// 041838			tmin	38.793		-123.0263		400","// 043875			tmin	38.6294		-122.8665		177","// 041312			tmin	38.5768		-122.5781		350","// 043191			tmin	38.515		-123.2447		112","// 043578			tmin	38.4305		-122.8647		200","// 046370			tmin	38.3858		-122.9661		865"
2021,11,29,0,0,0,-999,0.254,-999,-999,0,0,-999,0,0,-999,-999,22.777779,-999,-999,22.777779,25,-999,18.88889,22.222221,-999,-999,4.4444447,-999,-999,7.7777777,6.111111,-999,7.7777777,5,-999
2021,11,30,0,0,0,-999,0,-999,-999,0,0,-999,0,0.254,-999,-999,21.666666,-999,-999,21.666666,25,-999,17.777779,21.11111,-999,-999,1.1111112,-999,-999,5,5,-999,5.5555553,4.4444447,-999
2021,12,1,0,0,0,-999,0,-999,-999,0,0,0,0,-999,-999,-999,24.444445,-999,-999,22.222221,22.222221,22.777779,18.88889,-999,-999,-999,1.6666666,-999,-999,5,4.4444447,4.4444447,8.333333,-999,-999
2021,12,2,0,0,0,-999,0,-999,-999,0,0.254,0,1.016,-999,-999,-999,22.777779,-999,-999,22.222221,21.11111,27.777779,21.11111,-999,-999,-999,2.2222223,-999,-999,4.4444447,4.4444447,3.8888888,8.888889,-999,-999
2021,12,3,0,0,0,-999,0.254,-999,-999,0,0,0,0.508,-999,-999,-999,22.777779,-999,-999,21.11111,12.222222,22.222221,18.333334,-999,-999,-999,1.1111112,-999,-999,3.3333333,7.7777777,3.8888888,10,-999,-999
2021,12,4,0,0,0,-999,0,-999,-999,-999,0.254,0,0,-999,-999,-999,21.11111,-999,-999,-999,11.111111,15,12.777778,-999,-999,-999,1.6666666,-999,-999,-999,7.2222223,8.333333,7.2222223,-999,-999
2021,12,5,0,0,0,-999,0.254,-999,-999,0,0.254,0,0,-999,-999,-999,18.88889,-999,-999,13.333333,16.666666,11.111111,12.777778,-999,-999,-999,-0.5555556,-999,-999,3.3333333,5.5555553,4.4444447,6.111111,-999,-999
2021,12,6,0,0,0,-999,0,-999,-999,0,0.762,0,0,-999,-999,-999,18.88889,-999,-999,21.666666,8.888889,14.444445,18.333334,-999,-999,-999,2.7777777,-999,-999,3.3333333,5,3.8888888,6.111111,-999,-999
2021,12,7,0,0,0,-999,3.302,-999,2.286,1.016,0.254,1.27,1.27,-999,-999,-999,11.666667,-999,-999,9.444445,16.11111,9.444445,18.333334,-999,-999,-999,6.6666665,-999,-999,5,7.7777777,5,8.888889,-999,-999
2021,12,8,0,0,0,-999,0,-999,-999,0,0.254,0,0,-999,-999,-999,11.111111,-999,-999,17.777779,12.777778,17.777779,17.222221,-999,-999,-999,7.7777777,-999,-999,7.2222223,10,7.2222223,10,-999,-999
2021,12,9,0,0,0,-999,0,-999,-999,0,0,0.254,0.254,-999,-999,-999,12.777778,-999,-999,12.222222,14.444445,11.666667,17.777779,-999,-999,-999,5,-999,-999,6.6666665,7.2222223,8.333333,7.2222223,-999,-999
2021,12,10,0,0,0,-999,0,-999,-999,-999,0,0,0,-999,-999,-999,12.777778,-999,-999,-999,15.555555,15,16.666666,-999,-999,-999,-2.2222223,-999,-999,-999,2.2222223,1.1111112,3.3333333,-999,-999
2021,12,11,0,0,0,-999,0,-999,-999,0,1.778,0,0,-999,-999,-999,12.222222,-999,-999,13.333333,12.222222,14.444445,15.555555,-999,-999,-999,-1.6666666,-999,-999,-1.6666666,5.68E-14,-0.5555556,1.6666666,-999,-999
2021,12,12,0,0,0,-999,45.974,-999,28.448,31.75,56.388,8.636,50.8,-999,-999,-999,9.444445,-999,-999,11.111111,11.666667,13.888889,12.222222,-999,-999,-999,7.2222223,-999,-999,-0.5555556,7.7777777,-0.5555556,6.6666665,-999,-999
2021,12,13,0,0,0,-999,20.574,-999,9.398,19.05,22.86,35.052,0,-999,-999,-999,9.444445,-999,-999,10.555555,11.666667,10,-999,-999,-999,-999,6.111111,-999,-999,7.7777777,6.111111,7.2222223,-999,-999,-999
2021,12,14,0,0,0,-999,8.128,-999,31.75,27.94,4.064,39.624,28.702,-999,-999,-999,8.333333,-999,-999,10.555555,10.555555,11.111111,12.777778,-999,-999,-999,2.2222223,-999,-999,2.7777777,1.1111112,2.2222223,1.1111112,-999,-999
2021,12,15,0,0,0,-999,27.178,-999,1.778,0,50.8,0.508,38.1,-999,-999,-999,7.2222223,-999,-999,9.444445,11.111111,10,12.222222,-999,-999,-999,-0.5555556,-999,-999,1.1111112,1.6666666,0.5555556,6.111111,-999,-999
2021,12,16,0,0,0,-999,22.352,-999,38.1,41.91,0.762,40.132,17.78,-999,-999,-999,10,-999,-999,9.444445,15,13.888889,11.666667,-999,-999,-999,5,-999,-999,2.7777777,3.3333333,2.7777777,6.6666665,-999,-999
2021,12,17,0,0,0,-999,0.254,-999,0,0,0.254,0,0.762,-999,-999,-999,10.555555,-999,-999,12.222222,14.444445,12.777778,14.444445,-999,-999,-999,-1.6666666,-999,-999,1.6666666,0.5555556,-0.5555556,4.4444447,-999,-999
2021,12,18,0,0,0,-999,0.254,-999,-999,0,0.254,0,0.508,-999,-999,-999,13.333333,-999,-999,11.111111,11.111111,12.222222,15,-999,-999,-999,-2.7777777,-999,-999,0.5555556,1.1111112,5.68E-14,3.3333333,-999,-999
2021,12,19,0,0,0,-999,0,-999,-999,0,0,0,1.016,-999,-999,-999,6.6666665,-999,-999,12.222222,9.444445,14.444445,13.333333,-999,-999,-999,-1.1111112,-999,-999,1.1111112,3.8888888,0.5555556,2.7777777,-999,-999
2021,12,20,0,0,0,-999,-999,-999,0.508,0,0,0,0,-999,-999,-999,-999,-999,-999,8.888889,11.111111,7.7777777,11.666667,-999,-999,-999,-999,-999,-999,5,6.6666665,0.5555556,6.6666665,-999,-999
2021,12,21,0,0,0,-999,4.826,-999,0.254,0,12.954,0,0,-999,-999,-999,9.444445,-999,-999,10.555555,9.444445,11.111111,13.888889,-999,-999,-999,6.6666665,-999,-999,5,5.5555553,5.5555553,10,-999,-999
2021,12,22,0,0,0,-999,17.272,-999,19.304,20.32,9.906,-999,11.43,-999,-999,-999,8.333333,-999,-999,8.888889,9.444445,-999,14.444445,-999,-999,-999,6.6666665,-999,-999,5,7.2222223,-999,9.444445,-999,-999
2021,12,23,0,0,0,-999,34.544,-999,30.734,14.732,22.606,-999,0,-999,-999,-999,11.111111,-999,-999,10.555555,14.444445,-999,13.333333,-999,-999,-999,8.333333,-999,-999,6.6666665,8.888889,-999,2.7777777,-999,-999
2021,12,24,0,0,0,-999,11.938,-999,8.128,0,1.778,-999,1.27,-999,-999,-999,11.111111,-999,-999,13.888889,12.222222,-999,14.444445,-999,-999,-999,3.3333333,-999,-999,3.8888888,6.111111,-999,5.5555553,-999,-999
2021,12,25,0,0,0,-999,32.766,-999,40.386,13.462,17.018,-999,0,-999,-999,-999,8.333333,-999,-999,11.666667,11.666667,-999,-999,-999,-999,-999,5,-999,-999,5,3.8888888,-999,-999,-999,-999
2021,12,26,0,0,0,-999,9.652,-999,13.716,8.636,7.112,-999,0,-999,-999,-999,8.333333,-999,-999,10,7.7777777,-999,-999,-999,-999,-999,5.68E-14,-999,-999,-0.5555556,1.1111112,-999,-999,-999,-999
2021,12,27,0,0,0,-999,24.13,-999,32.512,11.938,6.096,-999,35.052,-999,-999,-999,5.5555553,-999,-999,7.2222223,10,-999,13.333333,-999,-999,-999,5.68E-14,-999,-999,2.2222223,1.6666666,-999,4.4444447,-999,-999
2021,12,28,0,0,0,-999,2.286,-999,4.318,8.89,8.89,-999,1.524,-999,-999,-999,5.5555553,-999,-999,8.333333,5.5555553,-999,9.444445,-999,-999,-999,0.5555556,-999,-999,1.6666666,1.6666666,-999,5.68E-14,-999,-999
2021,12,29,0,0,0,-999,12.954,-999,18.542,11.684,2.54,-999,4.064,-999,-999,-999,7.2222223,-999,-999,6.6666665,9.444445,-999,8.888889,-999,-999,-999,2.2222223,-999,-999,3.3333333,5.5555553,-999,5,-999,-999
2021,12,30,0,0,0,-999,0,-999,0.508,0,0,-999,0.254,-999,-999,-999,7.7777777,-999,-999,9.444445,11.666667,-999,11.666667,-999,-999,-999,-1.1111112,-999,-999,1.6666666,1.6666666,-999,4.4444447,-999,-999
2021,12,31,0,0,0,-999,0.254,-999,-999,0,0,-999,0,-999,-999,-999,10,-999,-999,10,12.222222,-999,13.333333,-999,-999,-999,-3.3333333,-999,-999,1.1111112,1.6666666,-999,2.2222223,-999,-999
2022,1,1,0,0,0,-999,0,-999,-999,0,0,-999,-999,-999,-999,-999,11.111111,-999,-999,10.555555,13.333333,-999,-999,-999,-999,-999,-3.8888888,-999,-999,-2.2222223,5.68E-14,-999,-999,-999,-999
2022,1,2,0,0,0,-999,0.254,-999,-999,0,0,-999,-999,-999,-999,-999,11.111111,-999,-999,11.666667,11.666667,-999,-999,-999,-999,-999,-3.8888888,-999,-999,-3.3333333,-2.2222223,-999,-999,-999,-999
2022,1,3,0,0,0,-999,4.064,-999,0.762,0.508,-999,-999,-999,-999,-999,-999,10.555555,-999,-999,11.111111,-999,-999,-999,-999,-999,-999,3.8888888,-999,-999,-2.2222223,-999,-999,-999,-999,-999
2022,1,4,0,0,0,-999,-999,-999,13.716,10.922,-999,-999,-999,-999,-999,-999,-999,-999,-999,11.666667,-999,-999,-999,-999,-999,-999,-999,-999,-999,6.6666665,-999,-999,-999,-999,-999
